ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (lbs)","Comprimento (in)","Largura (in)","Altura (in)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas,"Metadado: wpr_secondary_image_id","Metadado: site-sidebar-layout","Metadado: ast-site-content-layout","Metadado: site-content-style","Metadado: site-sidebar-style","Metadado: theme-transparent-header-meta","Metadado: _yoast_wpseo_primary_product_brand","Metadado: _yoast_wpseo_primary_product_cat","Metadado: _yoast_wpseo_estimated-reading-time-minutes","Metadado: _eael_post_view_count","Metadado: astra-migrate-meta-layouts","Metadado: _yoast_wpseo_content_score"
3944,simple,,,"Urso Ding Dong",1,0,visible,"Com sua carinha de pelúcia, gorro de Papai Noel e cachecol brilhante, o Urso Ding Dong é o companheiro perfeito para espalhar carinho, tirar muitas fotos e deixar o Natal ainda mais mágico e acolhedor! Uma presença irresistível para qualquer evento natalino. 🧸🎅",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"abraço de urso, mascote, mascote de natal, mascote natal, natal, natal encantado, natal kids, pelúcia gigante, personagem fofo, personagens natalinos, urso, urso de pelúcia, urso ding dong, urso gigante, urso natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.16.15.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.16.27.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.16.22.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.16.17.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,150,set,60
3950,simple,,,"Esquilo Avelã",1,0,visible,"<p data-start=""0"" data-end=""347"">Com um jeitinho travesso e um olhar cheio de charme, o Esquilo Avelã traz alegria e diversão para o Natal! Sempre pronto para brincar, encantar as crianças e posar para fotos fofíssimas, ele é o toque especial que transforma qualquer evento em um verdadeiro bosque encantado natalino. 🌰🎄</p>\n<p data-start=""349"" data-end=""350""></p>",,,,taxable,,1,,,0,0,,,,,0,,,,"Animais, Natal","bichinho fofo, esquilo, esquilo avelã, esquilo fofo, eventos de natal, fantasia natalina, floresta natalina, mascote divertido, mascote natal, natal, natal encantado, natal kids, pelúcia gigante, personagem infantil, personagem natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.17.37.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.17.50.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.17.46.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.17.39.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.17.37.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,137,set,60
3956,simple,,,"Rena Haley",1,0,visible,"Com seu narizinho rosado, olhos brilhantes e energia contagiante, a Rena Haley encanta todas as crianças por onde passa! Ela adora tirar fotos, dar pulinhos animados e espalhar a verdadeira magia do Natal com muito charme e alegria. Um personagem natalino que faz qualquer evento brilhar ainda mais! 🎁✨",,,,taxable,,1,,,0,0,,,,,0,,,,"Animais, Natal","bichinho fofo, evento infantil, fantasia de rena, mascote de natal, mascote natal, natal, natal encantado, natal kids, personagem natalino, rena, rena haley, renas do trenó, reninha, trenó do papai noel",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.20.15.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/SHOPPINGMAIA-043-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/SHOPPINGMAIA-028-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.20.21.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.20.18.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.20.15.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,81,set,60
3961,simple,,,"Uan, Tchu, Trui e Fór - Elfas Natalinas (Elfos)",1,0,visible,"Com vestidos brilhantes, bastões de açúcar e luzinhas mágicas, essas quatro personagens são pura alegria natalina! Uan é a líder destemida, Tchu vive dançando, Trui ama distribuir abraços e Fór... ah, Fór adora cantar! Juntas, encantam com uma presença vibrante e colorida, perfeitas para iluminar o Natal de qualquer evento com doçura e diversão! 🎄✨",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"bastões de açúcar, doces natalinos, elfas doces, elfo, elfos, evento infantil, fantasias criativas, meninas doces, natal colorido, natal divertido, natal kids, natal mágico, personagens de natal, personagens natal, reino encantado, Uan Tchu Trui Fór",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.22.22.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.22.52.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.22.45.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.22.30.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,210,set,60
3967,simple,,,"Soldadinhos do Pinheiro",1,0,visible,"Diretamente da floresta encantada, esses soldadinhos surgem para proteger o símbolo mais amado do Natal: o pinheiro iluminado! Com uniformes impecáveis em verde e dourado, passos firmes e uma energia contagiante, eles marcham com orgulho, espalhando magia, disciplina e espírito natalino por onde passam! 💫🎁",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"apresentação natal, árvore de natal, desfile de natal, espírito de natal, evento natalino, guardiões do pinheiro, natal encantado, natal infantil, natal verde e dourado, personagens natalinos, pinheiro mágico, soldadinhos de natal, soldadinhos encantados, uniforme natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.28.34.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.28.36.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.29.27.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,85,set,60
3971,simple,,,Bolota,1,0,visible,"<p data-start=""0"" data-end=""348"">Com botões coloridos, cachecol quentinho e um sorriso encantador, Bolota chega trazendo abraços geladinhos e muita alegria! Ele adora cantar músicas natalinas, brincar com as crianças e dançar na neve imaginária dos shoppings e eventos. Onde Bolota aparece, o Natal ganha ainda mais magia! ❄️❤️</p>\n<p data-start=""350"" data-end=""351""></p>",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"abraços gelados, alegria do natal, bolota natal, boneco de neve, evento de natal, fantasia natalina, mascote natalino, natal encantado, natal infantil, neve mágica, personagem de shopping, personagem natal, show de natal, sorriso congelante",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.30.32.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.30.36.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.30.38.png",,,,,,,,,0,,0,default,default,default,default,default,,220,1,86,set,60
3975,simple,,,Pinheirita,1,0,visible,"Com galhos de alegria e enfeites de carinho, Pinheirita é uma raposinha encantadora que se transformou na árvore de Natal mais fofa do mundo! Sempre com a estrela brilhando no topo da cabeça, ela espalha sorrisos, dança com as crianças e encanta todos os corações por onde passa.",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"alegria de fim de ano, árvore natalina, decoração viva, estrela no topo, eventos natalinos, fantasia natal, magia do natal, natal infantil, natal lúdico, personagem de natal, personagem encantada, personagem para shopping, pinheirita, raposa de natal",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_4648-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-01-as-12.31.51.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/b29ec0c6-d723-48df-ba87-2dbe4c1a9fa7.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_4512-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/26c7d1ef-e65d-41a9-a184-327754318e19.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_4648-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/03387751-2825-4c64-a5b0-7235ea27b90b.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,89,set,60
4004,simple,,,"Papai Noel Clássico",1,0,visible,"Não tem pra ninguém: o nosso Papai Noel é simplesmente <strong data-start=""98"" data-end=""110"">perfeito</strong>. Barba macia, sorriso acolhedor, olhar que brilha mais que estrela cadente e um coração do tamanho do Polo Norte! Quando ele chega, o Natal ganha outra cor, outra emoção. Ele não entrega só presentes — entrega <strong data-start=""321"" data-end=""366"">encanto, magia e memória pra vida inteira</strong>. Se existir um bom velhinho mais incrível… é fake!",,,,taxable,,1,,,0,0,,,,,0,,,,"Natal, Papai Noel","bom velhinho, emoção natalina, encontro com o papai noel, espírito natalino, evento natalino, fantasia realista, magia do natal, melhor papai noel do mundo, natal de verdade, natal em família, natal encantado, natal inesquecível, natal mágico, natal nos shoppings, papai noel",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_5619-2.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_9670-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/17b0188d-2f9f-4cef-b5c7-7add42093c13.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/2bed4dfc-14a0-4bcb-9523-d5e833941ce1-2.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_9937_Original-2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/9dfa05db-6aa7-4e71-aa74-613e65b55390-2.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_9927_Original-2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_0724_Original-2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_5645-2.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,798,set,60
4014,simple,,,Corujina,1,0,visible,"<p data-start=""0"" data-end=""391"">Com seus olhos brilhantes e presença encantadora, Corujina é a coruja mais charmosa do Natal! Ela voa suave entre os galhos iluminados, espalhando sabedoria, alegria e aquele toque mágico que só os corações atentos conseguem sentir. Silenciosa, elegante e cheia de encanto — quando Corujina aparece, o Natal se torna ainda mais inesquecível.</p>\n<p data-start=""393"" data-end=""394""></p>",,,,taxable,,1,,,0,0,,,,,0,,,,"Animais, Natal","bichinhos mágicos, coruja natalina, corujina, encanto animal, espírito natalino, evento de natal, magia do natal, mascote natalino, natal encantado, natal inesquecível, natal lúdico, noite feliz, personagem natal, personagens natalinos, show infantil natal",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/CorujaNatal2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/CorujaNatal1-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/CorujaNatal3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/CorujaNatal2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/CorujaNatal4-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,70,set,60
4015,simple,,,"Biscoitos (Bis, Coi e Tos)",1,0,visible,"Direto do forno mágico do Polo Norte, esse trio é pura fofura, alegria e sabor de Natal! Bis é o líder carismático, Coi vive fazendo piada e Tos… ah, Tos tá sempre com vontade de comer! Juntos, eles invadem os eventos trazendo dança, diversão e aquele cheirinho gostoso de festa natalina. Com eles, o Natal fica mais doce, mais animado e absolutamente inesquecível!",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"animação infantil, bis coi tos, biscoitos natalinos, espírito natal, evento natalino, ginger mascote, gingerbread, mascotes natal, natal divertido, natal encantado, natal mágico, personagens fofos, personagens natal, show de natal, trio natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos4-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos5-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos4-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/BiscoitosNatalinos1-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,160,set,60
4016,simple,,,Ispinheta,1,0,visible,"Cheia de charme, espinhos brilhantes e um coração enorme, Ispinheta é a mascote perfeita para trazer o espírito natalino com um toque único e encantador. Ela desfila com sua roupa festiva, espalhando magia, abraços (com jeitinho!) e aquele clima de festa que aquece o coração. Ispinheta é presença confirmada nos melhores Natais – e ninguém resiste à sua fofura espinhuda!",,,,taxable,,1,,,0,0,,,,,0,,,,"Animais, Natal","alegria de natal, animação natal, espinhos brilhantes, espírito natalino, evento de natal, fantasia natalina, ispinheta, mascote natalina, natal divertido, natal encantado, natal infantil, personagem fofa, personagem natal, porco espinho natal, show natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta1-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta5-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta4-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Ispinheta2-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,57,set,60
4017,simple,,,"Urso Berma",1,0,visible,"Imponente, carismático e de coração quentinho, Berma é o urso branco que encanta crianças e adultos com sua presença elegante e acolhedora. Vestido para brilhar nas festas de fim de ano, ele é perfeito para recepcionar convidados, fazer fotos inesquecíveis e transformar qualquer evento em um verdadeiro espetáculo natalino. Onde Berma pisa, o Natal ganha classe, magia e muuuito amor!",,,,taxable,,1,,,0,0,,,,,0,,,,"Animais, Natal","atração natalina, espírito natalino, evento natal, fantasia de natal, festa temática, mascote de natal, natal encantado, natal infantil, natal mágico, personagem natalino, recepção natalina, show de natal, urso berma, urso branco natal, urso gigante",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2026-07-07-as-15.15.40-e1783448181586.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/UrsoBerma6-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/UrsoBerma5-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/UrsoBerma4-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/UrsoBerma3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/UrsoBerma1-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,117,set,60
4018,simple,,,"Fada Elfa da Paz (Elfo)",1,0,visible,"Com suas asas suaves, olhar sereno e presença etérea, essa fada elfa caminha entre os convidados espalhando harmonia, esperança e magia. Seja em festas natalinas, corporativas ou encantadas, sua missão é tocar os corações com leveza e beleza. Um ser encantado que transforma qualquer ambiente em um refúgio de paz e brilho.",,,,taxable,,1,,,0,0,,,,,0,,,,Natal,"atmosfera mágica, elfa, elfa natalina, elfas, elfo, elfos, encantamento, espírito natalino, evento mágico, fada branca, fada da paz, fada temática, fantasia natalina, natal sofisticado, paz e magia, personagem encantado, personagem feminino, recepção elegante, show natalino",,"https://mantoproducoes.com.br/wp-content/uploads/2025/11/FADAELFADAPAZ-1-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/11/FADAELFADAPAZ-2-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/11/FADAELFADAPAZ-3-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/11/FADAELFADAPAZ-5-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/11/FADAELFADAPAZ-4-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,77,set,60
4027,simple,,,"Mickey e Minnie (Confeiteiros Natalinos)",1,0,visible,"Direto da cozinha mais fofa do Polo Norte, Mickey e Minnie vestem seus aventais natalinos e invadem sua festa com receitas de alegria, diversão e muito encanto! Entre confeitos, cupcakes e sorrisos, essa dupla transforma qualquer evento em uma celebração doce e inesquecível. Uma atração perfeita para quem quer um toque lúdico e natalino com os personagens mais amados do mundo!",,,,taxable,,1,,,0,0,,,,,0,,,,"Natal, Turma Disney","confeiteiros natal, disney natal, dupla clássica, encanto natalino, evento lúdico, fantasia natalina, festa encantada, magia de natal, mickey natalino, minnie natalina, natal doce, natal infantil, personagens natal, personagens natalinos, recepção temática",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/1922ca65-d4a4-45b3-845a-d9422a43ab01-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/901c847c-1c21-45c3-bfe7-8f695135beb1-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/681125e4-5c93-4ff2-bad7-b859fd4a9c9d-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,220,1,143,set,60
4058,simple,,,"Flores Psicodélicas",1,0,visible,"Direto de um jardim dos sonhos (ou de um delírio visual encantado), essas criaturas florais tomam vida para trazer impacto, poesia e beleza em forma de performance. Com figurinos exuberantes, maquiagem surreal e atitude marcante, as Flores Psicodélicas transformam qualquer evento em uma experiência sensorial e inesquecível. Para quem busca o extraordinário, o sensível e o arrebatador.",,,,taxable,,1,,,0,0,,,,,0,,,,"Flores, Performáticos, Social","alta costura performática, arte contemporânea, arte viva, beleza excêntrica, desfile mágico., evento premium, experiência sensorial, fantasia floral, flores vivas, glamour criativo, jardim encantado, performance artística, personagens para evento, show de impacto, surrealismo vivo",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_8641-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_8648-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_8650-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_8644-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_8635-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,485,1,202,set,60
4064,simple,,,"Igglepiggle e Upsy Daisy",1,0,visible,"Eles são fofos, coloridos e queridos por crianças de todas as idades! Igglepiggle com seu paninho inseparável e Upsy Daisy com seu cabelinho encantado trazem toda a ternura e magia de um mundo dos sonhos. Perfeitos para encontros infantis, festas temáticas e sessões de fotos que arrancam suspiros.",,,,taxable,,1,,,0,0,,,,,0,,,,Infantil,"animação mágica, evento para crianças, fantasia fofa, Igglepiggle, interação infantil, jardim dos sonhos, mundo encantado, personagens de pelúcia, personagens fofinhos., personagens infantis, personagens para festa, show infantil, universo lúdico, Upsy Daisy",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-02-as-12.30.12.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-02-as-12.30.14.png",,,,,,,,,0,,0,default,default,default,default,default,,105,1,61,set,60
4067,simple,,,"Bonequinhas Coloridas",1,0,visible,"Elas parecem ter saído direto de uma caixa de brinquedos mágica! Cheias de charme, cores vibrantes e acessórios encantadores, as Bonequinhas Coloridas são perfeitas para encantar crianças e adultos com seu visual lúdico e personalidade contagiante. Um trio que transforma qualquer evento em uma verdadeira brincadeira cheia de fantasia e diversão!",,,,taxable,,1,,,0,0,,,,,0,,,,"Sem categoria","alegria em cores, animação infantil, bonecas vivas, elenco encantado, evento mágico, fantasia colorida, festa divertida., festa temática, personagens femininas, personagens fofas, personagens lúdicas, personagens para crianças, trio divertido",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-02-as-12.32.11.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-02-as-12.31.56.png, https://mantoproducoes.com.br/wp-content/uploads/2025/07/Captura-de-Tela-2025-07-02-as-12.32.16.png",,,,,,,,,0,,0,default,default,default,default,default,,105,1,94,set,60
4071,simple,,,"Piratas do Caribe",1,0,visible,"Eles chegaram do alto-mar direto para a sua festa! Com figurinos impecáveis, olhar destemido e muito carisma, os Piratas do Caribe da Manto estão prontos para embarcar o público numa jornada repleta de tesouros, batalhas e gargalhadas. Prepare-se para viver uma experiência de tirar o fôlego – e talvez o mapa do tesouro!",,,,taxable,,1,,,0,0,,,,,0,,,,Filmes/Séries,"animação temática, aventura no mar, espetáculo temático, evento temático, festa pirata, figurino épico, personagens adultos, personagens cinematográficos, personagens de ação, piratas, piratas do caribe, show interativo, tesouro escondido",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/8ca4dae2-8f8a-4f34-aa19-2db160bd75d2.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/59d6b4c5-b1df-47d7-9e4f-bed8979173dd.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/2e6edafb-37b2-467c-bee5-cfa89bed6f00.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/275efb20-39c4-4220-8a38-2bf09a507a3a.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/f59686f0-142b-4acb-aabc-1939b674c347.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/d076916f-e559-46e8-a2dd-c72d43cfec26.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/6c0acbe8-1e1a-4289-b21d-5cb308dd1855.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/1a7b9ed4-5a2e-4eb8-a0b0-a13890e638ce.jpg",,,,,,,,,0,,0,default,default,default,default,default,,470,1,130,set,60
4080,simple,,,"Batman e Robin",1,0,visible,"<p data-start=""0"" data-end=""361"">A dupla mais icônica dos quadrinhos chegou para proteger a diversão! Com seus trajes lendários, postura heroica e muuuita presença de palco, Batman e Robin enfrentam qualquer vilão – até o tédio! Prepare-se para fotos incríveis, interações eletrizantes e uma experiência digna da Batcaverna.</p>\n<p data-start=""363"" data-end=""364""></p>",,,,taxable,,1,,,0,0,,,,,0,,,,Heróis,"animação super-herói, batman, cosplay de qualidade, DC Comics, dupla dinâmica, evento temático, fantasia épica, festa geek, heróis da justiça, personagem adulto, personagens de ação, robin, show de heróis, super-heróis, universo DC.",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/29b472a1-2a9c-4172-873a-61ebdb704bee.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/95debea8-8751-4ad3-a885-fe35f8b097ed.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/a209b2b2-5e5d-43e7-a3db-2b2c5bf764aa.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/ca4d09bc-356e-4b80-993e-c61b803f2e15.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/86d2a23d-e927-4cb2-9900-d7d3368eb343.jpg",,,,,,,,,0,,0,default,default,default,default,default,,181,1,255,set,60
4086,simple,,,"Rei Leão",1,0,visible,"Com uma história que emociona gerações, nosso espetáculo do <strong data-start=""94"" data-end=""106"">Rei Leão</strong> traz a magia da selva para pertinho do público. Prepare-se para cantar, dançar e se encantar com Simba, Nala, Timão, Pumba e toda a turma em um show cheio de vida, cor e emoção! Hakuna Matata, porque a diversão aqui é garantida!",,,,taxable,,1,,,0,0,,,,,0,,,,Filmes/Séries,"animação clássica, espetáculo encantador, espetáculo infantil, evento inesquecível., fantasia animal, manto produções, musical ao vivo, nala, personagem de pelúcia, rei leão, savana africana, show com personagens, show temático, simba, teatro para crianças, timão e pumba",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_7416.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1830-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1890-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1874-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1926-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1839-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/ReiLeaoVotorantik-64-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,470,1,474,set,60
4094,simple,,,"Rainbow High",1,0,visible,"Com looks deslumbrantes, cabelos vibrantes e uma atitude fashion inconfundível, nossas personagens inspiradas em <strong data-start=""185"" data-end=""201"">Rainbow High</strong> encantam com muito estilo, dança e cor! Um verdadeiro desfile de magia e personalidade que conquista crianças e adultos. Prepare-se para brilhar com elas! 💫",,,,taxable,,1,,,0,0,,,,,0,,,,Filmes/Séries,"bonecas fashion, cabelo colorido, dança e brilho, desfile de moda, entretenimento fashion, espetáculo infantil, evento temático, fantasia infantil, looks incríveis, manto produções, moda kids, passarela mágica, personagens estilosas, rainbow high, show colorido",,"https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1707-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1784-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1763-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1742-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1727-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1714-scaled.jpg, https://mantoproducoes.com.br/wp-content/uploads/2025/07/IMG_1793-scaled.jpg",,,,,,,,,0,,0,default,default,default,default,default,,105,1,45,set,60
